100000000,  -78.38
101781737,  -67.41
103563474,  -62.34
105345212,  -82.31
107126949,  -70.28
108908686,  -91.22
110690423,  -91.19
112472160,  -90.69
114253898,  -92.62
116035635,  -92.09
117817372,  -90.56
119599109,  -89.03
121380846,  -92.47
123162584,  -90.94
124944321,  -89.41
126726058,  -93.38
128507795,  -90.84
130289532,  -90.31
132071269,  -91.75
133853007,  -91.75
135634744,  -88.69
137416481,  -92.66
139198218,  -91.62
140979955,  -89.09
142761693,  -91.56
144543430,  -90.03
146325167,  -88.50
148106904,  -90.94
149888641,  -90.41
151670379,  -91.34
153452116,  -90.34
155233853,  -90.81
157015590,  -90.75
158797327,  -89.22
160579065,  -91.69
162360802,  -92.16
164142539,  -90.62
165924276,  -88.59
167706013,  -90.53
169487751,  -91.00
171269488,  -88.47
173051225,  -89.44
174832962,  -76.88
176614699,  -73.88
178396437,  -69.31
180178174,  -79.81
181959911,  -84.28
183741648,  -85.28
185523385,  -82.78
187305122,  -86.78
189086860,  -88.78
190868597,  -88.78
192650334,  -84.78
194432071,  -89.28
196213808,  -87.28
197995546,  -89.28
199777283,  -89.78
201559020,  -88.28
203340757,  -85.78
205122494,  -85.78
206904232,  -84.78
208685969,  -84.28
210467706,  -81.78
212249443,  -85.78
214031180,  -86.28
215812918,  -88.28
217594655,  -88.28
219376392,  -87.28
221158129,  -88.78
222939866,  -88.28
224721604,  -87.78
226503341,  -87.28
228285078,  -89.28
230066815,  -88.78
231848552,  -88.28
233630290,  -88.28
235412027,  -89.78
237193764,  -87.78
238975501,  -89.28
240757238,  -89.31
242538976,  -88.31
244320713,  -89.31
246102450,  -87.81
247884187,  -88.31
249665924,  -88.81
251447661,  -88.81
253229399,  -88.31
255011136,  -89.81
256792873,  -88.81
258574610,  -89.31
260356347,  -88.81
262138085,  -88.31
263919822,  -88.31
265701559,  -88.31
267483296,  -90.31
269265033,  -90.31
271046771,  -87.81
272828508,  -86.31
274610245,  -86.81
276391982,  -88.81
278173719,  -88.31
279955457,  -88.81
281737194,  -89.31
283518931,  -90.31
285300668,  -89.81
287082405,  -87.31
288864143,  -88.31
290645880,  -89.31
292427617,  -89.31
294209354,  -89.81
295991091,  -87.81
297772829,  -87.31
299554566,  -87.31
301336303,  -88.84
303118040,  -88.84
304899777,  -89.84
306681514,  -88.34
308463252,  -90.34
310244989,  -88.84
312026726,  -89.34
313808463,  -87.84
315590200,  -88.84
317371938,  -89.84
319153675,  -87.84
320935412,  -89.84
322717149,  -90.34
324498886,  -88.84
326280624,  -88.84
328062361,  -87.84
329844098,  -87.84
331625835,  -90.84
333407572,  -88.38
335189310,  -90.38
336971047,  -88.38
338752784,  -89.88
340534521,  -84.88
342316258,  -89.38
344097996,  -90.38
345879733,  -90.88
347661470,  -88.88
349443207,  -90.38
351224944,  -92.88
353006682,  -87.88
354788419,  -90.38
356570156,  -89.88
358351893,  -91.88
360133630,  -90.38
361915367,  -91.38
363697105,  -88.88
365478842,  -89.88
367260579,  -87.91
369042316,  -90.91
370824053,  -90.41
372605791,  -90.41
374387528,  -90.41
376169265,  -91.91
377951002,  -89.41
379732739,  -90.41
381514477,  -90.41
383296214,  -89.41
385077951,  -88.41
386859688,  -91.41
388641425,  -89.91
390423163,  -91.41
392204900,  -89.41
393986637,  -89.91
395768374,  -89.41
397550111,  -87.91
399331849,  -89.41
401113586,  -90.94
402895323,  -89.94
404677060,  -90.47
406458797,  -90.47
408240535,  -89.47
410022272,  -91.00
411804009,  -88.50
413585746,  -89.03
415367483,  -89.03
417149220,  -91.06
418930958,  -91.56
420712695,  -88.59
422494432,  -89.59
424276169,  -92.09
426057906,  -89.62
427839644,  -90.12
429621381,  -90.16
431403118,  -90.66
433184855,  -89.19
434966592,  -89.69
436748330,  -89.69
438530067,  -91.22
440311804,  -89.75
442093541,  -87.75
443875278,  -89.75
445657016,  -89.78
447438753,  -90.78
449220490,  -91.31
451002227,  -82.31
452783964,  -86.81
454565702,  -59.84
456347439,  -89.84
458129176,  -88.38
459910913,  -89.88
461692650,  -87.91
463474388,  -89.91
465256125,  -88.91
467037862,  -88.44
468819599,  -88.94
470601336,  -73.97
472383073,  -74.47
