100000000,  -77.88
101781737,  -66.88
103563474,  -63.34
105345212,  -81.81
107126949,  -71.78
108908686,  -88.25
110690423,  -89.72
112472160,  -92.66
114253898,  -91.62
116035635,  -92.59
117817372,  -91.56
119599109,  -90.00
121380846,  -91.00
123162584,  -91.47
124944321,  -87.91
126726058,  -89.38
128507795,  -93.84
130289532,  -90.81
132071269,  -90.28
133853007,  -89.25
135634744,  -89.69
137416481,  -91.66
139198218,  -90.12
140979955,  -90.59
142761693,  -92.53
144543430,  -90.53
146325167,  -89.97
148106904,  -90.44
149888641,  -92.41
151670379,  -89.38
153452116,  -91.34
155233853,  -88.78
157015590,  -89.25
158797327,  -90.22
160579065,  -89.69
162360802,  -91.66
164142539,  -91.12
165924276,  -89.09
167706013,  -89.53
169487751,  -90.50
171269488,  -86.97
173051225,  -86.44
174832962,  -70.88
176614699,  -72.88
178396437,  -69.81
180178174,  -74.31
181959911,  -82.78
183741648,  -84.78
185523385,  -81.78
187305122,  -85.28
189086860,  -84.78
190868597,  -85.78
192650334,  -83.78
194432071,  -84.78
196213808,  -82.28
197995546,  -85.78
199777283,  -82.28
201559020,  -87.78
203340757,  -87.78
205122494,  -85.28
206904232,  -83.28
208685969,  -82.78
210467706,  -81.28
212249443,  -80.78
214031180,  -84.78
215812918,  -83.28
217594655,  -85.28
219376392,  -84.78
221158129,  -86.78
222939866,  -85.78
224721604,  -85.28
226503341,  -83.78
228285078,  -87.28
230066815,  -86.28
231848552,  -86.78
233630290,  -86.78
235412027,  -86.28
237193764,  -86.28
238975501,  -83.28
240757238,  -85.81
242538976,  -85.81
244320713,  -86.31
246102450,  -84.81
247884187,  -87.81
249665924,  -87.31
251447661,  -85.31
253229399,  -88.31
255011136,  -87.31
256792873,  -86.81
258574610,  -85.81
260356347,  -89.81
262138085,  -89.31
263919822,  -88.31
265701559,  -87.31
267483296,  -86.31
269265033,  -87.31
271046771,  -86.31
272828508,  -88.81
274610245,  -85.81
276391982,  -86.81
278173719,  -89.31
279955457,  -86.81
281737194,  -86.31
283518931,  -86.31
285300668,  -88.31
287082405,  -86.81
288864143,  -86.31
290645880,  -85.31
292427617,  -85.81
294209354,  -87.31
295991091,  -87.31
297772829,  -87.31
299554566,  -88.81
301336303,  -87.34
303118040,  -87.84
304899777,  -85.84
306681514,  -85.34
308463252,  -88.84
310244989,  -88.34
312026726,  -87.84
313808463,  -86.34
315590200,  -86.34
317371938,  -86.34
319153675,  -86.84
320935412,  -83.84
322717149,  -87.84
324498886,  -86.84
326280624,  -87.34
328062361,  -87.84
329844098,  -85.34
331625835,  -85.84
333407572,  -86.34
335189310,  -86.38
336971047,  -86.88
338752784,  -88.38
340534521,  -86.38
342316258,  -86.88
344097996,  -85.88
345879733,  -89.38
347661470,  -87.38
349443207,  -88.88
351224944,  -86.88
353006682,  -91.38
354788419,  -90.38
356570156,  -87.88
358351893,  -88.88
360133630,  -89.38
361915367,  -89.38
363697105,  -88.88
365478842,  -88.38
367260579,  -89.41
369042316,  -89.41
370824053,  -88.41
372605791,  -87.91
374387528,  -88.91
376169265,  -87.91
377951002,  -90.91
379732739,  -88.91
381514477,  -90.91
383296214,  -89.41
385077951,  -86.91
386859688,  -86.91
388641425,  -87.91
